município,uf,população estimada
Linha Nova,RS,1.720
Machadinho,RS,5.864
Maçambará,RS,4.487
Mampituba,RS,3.201
Manoel Viana,RS,6.917
Maquiné,RS,7.588
Maratá,RS,2.521
Marau,RS,46.656
Marcelino Ramos,RS,4.389
Mariana Pimentel,RS,4.003
Mariano Moro,RS,1.888
Marques de Souza,RS,4.050
Mata,RS,4.786
Mato Castelhano,RS,2.610
Mato Leitão,RS,4.990
Mato Queimado,RS,1.833
Maximiliano de Almeida,RS,4.258
Minas do Leão,RS,7.661
Miraguaí,RS,4.506
Montauri,RS,1.530
Monte Alegre dos Campos,RS,3.250
Monte Belo do Sul,RS,2.609
Montenegro,RS,66.295
Mormaço,RS,2.815
Morrinhos do Sul,RS,3.134
Morro Redondo,RS,6.169
Morro Reuter,RS,6.163
Mostardas,RS,12.346
Muçum,RS,4.694
Muitos Capões,RS,2.938
Muliterno,RS,1.755
Não-Me-Toque,RS,18.314
Nicolau Vergueiro,RS,1.979
Nonoai,RS,14.056
Nova Alvorada,RS,3.229
Nova Araçá,RS,5.086
Nova Bassano,RS,9.877
Nova Boa Vista,RS,2.088
Nova Bréscia,RS,3.105
Nova Candelária,RS,3.134
Nova Esperança do Sul,RS,4.974
Nova Hartz,RS,20.539
Nova Pádua,RS,2.390
Nova Palma,RS,5.683
Nova Petrópolis,RS,23.889
Nova Prata,RS,26.587
Nova Ramada,RS,2.201
Nova Roma do Sul,RS,3.543
Nova Santa Rita,RS,30.121
Novo Cabrais,RS,3.636
Novo Hamburgo,RS,235.879
Novo Machado,RS,3.246
Novo Tiradentes,RS,2.188
Novo Xingu,RS,1.678
Novo Barreiro,RS,4.371
Osório,RS,48.929
Paim Filho,RS,3.691
Palmares do Sul,RS,13.170
Palmeira das Missões,RS,34.233
Palmitinho,RS,8.032
Panambi,RS,45.042
Pantano Grande,RS,10.438
Paraí,RS,7.357
Paraíso do Sul,RS,6.635
Pareci Novo,RS,4.433
Parobé,RS,53.555
Passa Sete,RS,4.036
Passo do Sobrado,RS,6.154
Passo Fundo,RS,214.564
Paulo Bento,RS,2.188
Paverama,RS,8.146
Pedras Altas,RS,2.100
Pedro Osório,RS,7.634
Pejuçara,RS,3.819
Pelotas,RS,336.131
Picada Café,RS,5.470
Pinhal,RS,3.034
Pinhal da Serra,RS,2.299
Pinhal Grande,RS,3.867
Pinheirinho do Vale,RS,4.637
Pinheiro Machado,RS,11.409
Pinto Bandeira,RS,2.784
Pirapó,RS,2.260
Piratini,RS,17.792
Planalto,RS,10.624
Poço das Antas,RS,2.222
Pontão,RS,3.350
Ponte Preta,RS,1.604
Portão,RS,35.237
Porto Alegre,RS,1.389.322
Porto Lucena,RS,4.424
Porto Mauá,RS,2.176
Porto Vera Cruz,RS,1.585
Porto Xavier,RS,10.132
Pouso Novo,RS,1.773
Presidente Lucena,RS,3.159
Progresso,RS,5.430
Protásio Alves,RS,2.069
Putinga,RS,3.814
Quaraí,RS,23.988
Quatro Irmãos,RS,1.579
Quevedos,RS,2.555
Quinze de Novembro,RS,4.000
Redentora,RS,9.934
Relvado,RS,1.828
Restinga Sêca,RS,15.213
Rio dos Índios,RS,2.874
Rio Grande,RS,198.958
Rio Pardo,RS,35.666
Riozinho,RS,4.572
Roca Sales,RS,10.644
Rodeio Bonito,RS,6.821
Rolador,RS,2.332
Rolante,RS,21.733
Ronda Alta,RS,9.972
Rondinha,RS,5.083
Roque Gonzales,RS,6.698
Rosário do Sul,RS,37.700
Sagrada Família,RS,2.529
Saldanha Marinho,RS,2.621
Salto do Jacuí,RS,10.373
Salvador das Missões,RS,2.953
Salvador do Sul,RS,7.182
Sananduva,RS,16.759
Santa Bárbara do Sul,RS,8.275
Santa Cecília do Sul,RS,1.710
Santa Clara do Sul,RS,7.067
Santa Cruz do Sul,RS,138.104
Santa Maria,RS,282.244
Santa Maria do Herval,RS,6.482
Santa Margarida do Sul,RS,2.658
Santana da Boa Vista,RS,7.140
Sant'Ana do Livramento,RS,87.296
Santa Rosa,RS,79.395
Santa Tereza,RS,1.531
Santa Vitória do Palmar,RS,31.961
Santiago,RS,50.331
Santo Ângelo,RS,79.130
Santo Antônio do Palma,RS,2.134
Santo Antônio da Patrulha,RS,44.393
Santo Antônio das Missões,RS,10.493
Santo Antônio do Planalto,RS,2.136
Santo Augusto,RS,14.196
Santo Cristo,RS,15.656
Santo Expedito do Sul,RS,2.395
São Borja,RS,61.323
São Domingos do Sul,RS,2.808
São Francisco de Assis,RS,17.949
São Francisco de Paula,RS,22.373
São Gabriel,RS,60.102
São Jerônimo,RS,21.421
São João da Urtiga,RS,4.549
São João do Polêsine,RS,2.707
São Jorge,RS,2.976
São José das Missões,RS,2.403
São José do Herval,RS,1.934
São José do Hortêncio,RS,4.551
São José do Inhacorá,RS,2.463
São José do Norte,RS,26.245
São José do Ouro,RS,6.978
São José do Sul,RS,2.440
São José dos Ausentes,RS,4.286
São Leopoldo,RS,225.669
São Lourenço do Sul,RS,43.283
São Luiz Gonzaga,RS,35.858
São Marcos,RS,21.537
São Martinho,RS,5.589
São Martinho da Serra,RS,2.911
São Miguel das Missões,RS,7.196
São Nicolau,RS,5.248
São Paulo das Missões,RS,5.948
São Pedro da Serra,RS,3.614
São Pedro das Missões,RS,1.791
São Pedro do Butiá,RS,3.139
São Pedro do Sul,RS,15.870
São Sebastião do Caí,RS,24.883
São Sepé,RS,21.575
São Valentim,RS,3.324
São Valentim do Sul,RS,2.255
São Valério do Sul,RS,2.594
São Vendelino,RS,2.306
São Vicente do Sul,RS,8.259
Sapiranga,RS,77.898
Sapucaia do Sul,RS,136.542
Sarandi,RS,23.356
Seberi,RS,12.313
Sede Nova,RS,2.753
Segredo,RS,6.107
Selbach,RS,5.220
Senador Salgado Filho,RS,2.726
Sentinela do Sul,RS,5.422
Serafina Corrêa,RS,17.379
Sério,RS,2.093
Sertão,RS,5.637
Sertão Santana,RS,5.988
Sete de Setembro,RS,1.884
Severiano de Almeida,RS,3.467
Silveira Martins,RS,2.060
Sinimbu,RS,8.698
Sobradinho,RS,14.512
Soledade,RS,30.936
Tabaí,RS,4.565
Tapejara,RS,25.201
Tapera,RS,10.822
Tapes,RS,14.938
Taquara,RS,54.360
Taquari,RS,25.968
Taquaruçu do Sul,RS,3.190
Tavares,RS,5.319
Tenente Portela,RS,14.811
Terra de Areia,RS,10.569
Teutônia,RS,33.963
Tio Hugo,RS,3.352
Tiradentes do Sul,RS,5.201
Toropi,RS,2.598
Torres,RS,43.268
Tramandaí,RS,56.296
Travesseiro,RS,2.193
Três Arroios,RS,2.638
Três Cachoeiras,RS,11.216
Três Coroas,RS,24.420
Três de Maio,RS,25.452
Três Forquilhas,RS,2.814
Três Palmeiras,RS,4.826
Três Passos,RS,26.284
Trindade do Sul,RS,7.766
Triunfo,RS,28.414
Tucunduva,RS,5.649
Tunas,RS,3.739
Tupanci do Sul,RS,1.398
Tupanciretã,RS,20.345
Tupandi,RS,5.160
Tuparendi,RS,8.536
Turuçu,RS,3.489
Ubiretama,RS,2.028
União da Serra,RS,1.186
Unistalda,RS,2.052
Uruguaiana,RS,120.885
Vacaria,RS,66.110
Vale Verde,RS,3.214
Vale do Sol,RS,10.080
Vale Real,RS,6.213
Vanini,RS,2.047
Venâncio Aires,RS,70.805
Vera Cruz,RS,27.638
Veranópolis,RS,24.540
Vespasiano Corrêa,RS,1.852
Viadutos,RS,4.852
Viamão,RS,232.113
Vicente Dutra,RS,4.747
Victor Graeff,RS,2.832
Vila Flores,RS,3.736
Vila Lângaro,RS,2.122
Vila Maria,RS,4.512
Vila Nova do Sul,RS,3.935
Vista Alegre,RS,2.712
Vista Alegre do Prata,RS,1.624
Vista Gaúcha,RS,2.842
Vitória das Missões,RS,3.318
Westfália,RS,3.219
Xangri-lá,RS,16.907
Água Clara,MS,17.647
Alcinópolis,MS,4.648
Amambai,MS,41.414
Anastácio,MS,24.741
Anaurilândia,MS,7.735
Angélica,MS,11.203
Antônio João,MS,9.641
Aparecida do Taboado,MS,29.446
Aquidauana,MS,48.561
Aral Moreira,MS,11.085
Bandeirantes,MS,8.276
Bataguassu,MS,24.004
Batayporã,MS,10.953
Bela Vista,MS,21.965
Bodoquena,MS,8.849
Bonito,MS,24.761
Brasilândia,MS,11.840
Caarapó,MS,32.406
Camapuã,MS,13.920
Campo Grande,MS,954.537
Caracol,MS,5.115
Cassilândia,MS,21.549
Chapadão do Sul,MS,33.791
Corguinho,MS,4.893
Coronel Sapucaia,MS,14.661
Corumbá,MS,99.107
Costa Rica,MS,28.163
Coxim,MS,33.390
Deodápolis,MS,14.210
Dois Irmãos do Buriti,MS,11.470
Douradina,MS,5.749
Dourados,MS,260.640
Eldorado,MS,11.633
Fátima do Sul,MS,21.388
Figueirão,MS,3.709
Glória de Dourados,MS,10.777
Guia Lopes da Laguna,MS,10.135
Iguatemi,MS,14.017
Inocência,MS,8.712
Itaporã,MS,25.075
Itaquiraí,MS,19.996
Ivinhema,MS,29.613
Japorã,MS,8.409
Jaraguari,MS,7.425
Jardim,MS,24.509
Jateí,MS,3.620
Juti,MS,7.009
Ladário,MS,22.290
Laguna Carapã,MS,7.012
Maracaju,MS,47.558
Miranda,MS,26.487
Mundo Novo,MS,19.937
Naviraí,MS,52.707
Nioaque,MS,13.412
Nova Alvorada do Sul,MS,23.054
Nova Andradina,MS,50.610
Novo Horizonte do Sul,MS,4.811
Paraíso das Águas,MS,5.777
Paranaíba,MS,42.543
Paranhos,MS,13.323
Pedro Gomes,MS,6.974
Ponta Porã,MS,97.577
Porto Murtinho,MS,12.864
Ribas do Rio Pardo,MS,23.996
Rio Brilhante,MS,39.936
Rio Negro,MS,4.933
Rio Verde de Mato Grosso,MS,20.393
Rochedo,MS,5.407
Santa Rita do Pardo,MS,7.174
São Gabriel do Oeste,MS,31.694
Sete Quedas,MS,11.301
Selvíria,MS,8.593
Sidrolândia,MS,49.374
Sonora,MS,14.822
Tacuru,MS,11.159
Taquarussu,MS,3.730
Terenos,MS,18.139
Três Lagoas,MS,141.435
Vicentina,MS,6.476
Acorizal,MT,4.990
Água Boa,MT,31.314
Alta Floresta,MT,61.291
Alto Araguaia,MT,17.657
Alto Boa Vista,MT,5.875
Alto Garças,MT,13.707
Alto Paraguai,MT,7.717
Alto Taquari,MT,11.571
Apiacás,MT,8.692
Araguaiana,MT,3.950
Araguainha,MT,1.006
Araputanga,MT,14.854
Arenápolis,MT,10.747
Aripuanã,MT,26.010
Barão de Melgaço,MT,7.204
Barra do Bugres,MT,29.576
Barra do Garças,MT,72.694
Boa Esperança do Norte,MT,5.772
Bom Jesus do Araguaia,MT,7.731
Brasnorte,MT,17.496
Cáceres,MT,91.626
Campinápolis,MT,15.713
Campo Novo do Parecis,MT,50.033
Campo Verde,MT,47.831
Campos de Júlio,MT,9.608
Canabrava do Norte,MT,4.480
Canarana,MT,27.657
Carlinda,MT,10.324
Castanheira,MT,7.459
Chapada dos Guimarães,MT,19.374
Cláudia,MT,9.436
Cocalinho,MT,6.428
Colíder,MT,32.010
Colniza,MT,26.090
Comodoro,MT,18.461
Confresa,MT,37.541
Conquista D'Oeste,MT,3.874
Cotriguaçu,MT,10.398
Cuiabá,MT,682.932
Curvelândia,MT,4.967
Denise,MT,6.815
Diamantino,MT,22.479
Dom Aquino,MT,7.915
Feliz Natal,MT,10.564
Figueirópolis D'Oeste,MT,3.112
Gaúcha do Norte,MT,9.181
General Carneiro,MT,6.250
Glória D'Oeste,MT,2.899
Guarantã do Norte,MT,31.328
Guiratinga,MT,10.532
Indiavaí,MT,2.194
Ipiranga do Norte,MT,8.409
Itanhangá,MT,8.049
Itaúba,MT,5.161
Itiquira,MT,12.519
Jaciara,MT,29.560
Jangada,MT,7.447
Jauru,MT,8.076
Juara,MT,35.899
Juína,MT,47.800
Juruena,MT,10.149
Juscimeira,MT,11.620
Lambari D'Oeste,MT,4.724
Lucas do Rio Verde,MT,92.256
Luciara,MT,2.591
Vila Bela da Santíssima Trindade,MT,17.384
Marcelândia,MT,11.414
Matupá,MT,21.415
Mirassol d'Oeste,MT,27.511
Nobres,MT,15.753
Nortelândia,MT,5.935
Nossa Senhora do Livramento,MT,11.658
Nova Bandeirantes,MT,14.160
Nova Nazaré,MT,4.467
Nova Lacerda,MT,6.965
Nova Santa Helena,MT,4.431
Nova Brasilândia,MT,3.853
Nova Canaã do Norte,MT,11.771
Nova Mutum,MT,61.223
Nova Olímpia,MT,16.314
Nova Ubiratã,MT,9.589
Nova Xavantina,MT,25.486
Novo Mundo,MT,6.444
Novo Horizonte do Norte,MT,3.307
Novo São Joaquim,MT,7.160
Paranaíta,MT,11.989
Paranatinga,MT,28.204
Novo Santo Antônio,MT,2.040
Pedra Preta,MT,18.722
Peixoto de Azevedo,MT,33.599
Planalto da Serra,MT,3.287
Poconé,MT,31.269
Pontal do Araguaia,MT,7.299
Ponte Branca,MT,2.076
Pontes e Lacerda,MT,54.795
Porto Alegre do Norte,MT,12.524
Porto dos Gaúchos,MT,5.690
Porto Esperidião,MT,10.167
Porto Estrela,MT,3.181
Poxoréu,MT,24.587
Primavera do Leste,MT,92.927
Querência,MT,29.820
São José dos Quatro Marcos,MT,17.830
Reserva do Cabaçal,MT,2.062
Ribeirão Cascalheira,MT,10.431
Ribeirãozinho,MT,2.697
Rio Branco,MT,4.489
Santa Carmem,MT,5.677
Santo Afonso,MT,2.460
São José do Povo,MT,2.780
São José do Rio Claro,MT,14.662
São José do Xingu,MT,6.168
São Pedro da Cipa,MT,4.247
Rondolândia,MT,3.527
Rondonópolis,MT,259.167
Rosário Oeste,MT,15.236
Santa Cruz do Xingu,MT,2.834
Salto do Céu,MT,3.679
Santa Rita do Trivelato,MT,3.463
Santa Terezinha,MT,7.720
Santo Antônio do Leste,MT,4.212
Santo Antônio do Leverger,MT,16.795
São Félix do Araguaia,MT,14.332
Sapezal,MT,31.499
Serra Nova Dourada,MT,1.901
Sinop,MT,216.029
Sorriso,MT,120.561
Tabaporã,MT,9.908
Tangará da Serra,MT,112.547
Tapurah,MT,15.272
Terra Nova do Norte,MT,10.641
Tesouro,MT,2.977
Torixoréu,MT,4.230
União do Sul,MT,3.897
Vale de São Domingos,MT,2.907
Várzea Grande,MT,314.627
Vera,MT,10.584
Vila Rica,MT,19.827
Nova Guarita,MT,4.579
Nova Marilândia,MT,3.678
Nova Maringá,MT,5.775
Nova Monte Verde,MT,8.451
Abadia de Goiás,GO,21.165
Abadiânia,GO,17.638
Acreúna,GO,21.995
Adelândia,GO,2.297
Água Fria de Goiás,GO,4.991
Água Limpa,GO,1.856
Águas Lindas de Goiás,GO,240.613
Alexânia,GO,28.009
Aloândia,GO,1.984
Alto Horizonte,GO,6.375
Alto Paraíso de Goiás,GO,10.936
Alvorada do Norte,GO,8.597
Amaralina,GO,3.281
Americano do Brasil,GO,5.281
Amorinópolis,GO,2.952
Anápolis,GO,415.847
Anhanguera,GO,921
Anicuns,GO,18.443
Aparecida de Goiânia,GO,550.925
Aparecida do Rio Doce,GO,3.012
Aporé,GO,4.452
Araçu,GO,3.842
Aragarças,GO,18.604
Aragoiânia,GO,12.554
Araguapaz,GO,7.182
Arenópolis,GO,2.930
Aruanã,GO,8.515
Aurilândia,GO,3.266
Avelinópolis,GO,2.963
Baliza,GO,3.335
Barro Alto,GO,10.738
Bela Vista de Goiás,GO,36.583
Bom Jardim de Goiás,GO,7.824
Bom Jesus de Goiás,GO,24.701
Bonfinópolis,GO,10.828
Bonópolis,GO,3.306
Brazabrantes,GO,4.149
Britânia,GO,5.788
Buriti Alegre,GO,10.831
Buriti de Goiás,GO,2.789
Buritinópolis,GO,3.154
Cabeceiras,GO,7.678
Cachoeira Alta,GO,11.789
Cachoeira de Goiás,GO,1.419
Cachoeira Dourada,GO,7.801
Caçu,GO,14.006
Caiapônia,GO,16.655
Caldas Novas,GO,104.788
Caldazinha,GO,4.735
Campestre de Goiás,GO,3.854
Campinaçu,GO,3.758
Campinorte,GO,12.879
Campo Alegre de Goiás,GO,7.711
Campo Limpo de Goiás,GO,8.449
Campos Belos,GO,18.258
Campos Verdes,GO,3.899
Carmo do Rio Verde,GO,9.937
Castelândia,GO,2.921
Catalão,GO,120.789
Caturaí,GO,5.318
Cavalcante,GO,9.721
Ceres,GO,22.484
Cezarina,GO,8.265
Chapadão do Céu,GO,13.897
Cidade Ocidental,GO,98.963
Cocalzinho de Goiás,GO,26.638
Colinas do Sul,GO,4.153
Córrego do Ouro,GO,2.456
Corumbá de Goiás,GO,10.714
Corumbaíba,GO,9.416
Cristalina,GO,65.705
Cristianópolis,GO,3.630
Crixás,GO,17.445
Cromínia,GO,3.977
Cumari,GO,2.955
Damianópolis,GO,3.884
Damolândia,GO,2.755
Davinópolis,GO,1.901
Diorama,GO,2.023
Doverlândia,GO,6.895
Edealina,GO,4.087
Edéia,GO,11.953
Estrela do Norte,GO,3.224
Faina,GO,7.164
Fazenda Nova,GO,5.878
Firminópolis,GO,10.365
Flores de Goiás,GO,14.156
Formosa,GO,120.478
Formoso,GO,4.681
Gameleira de Goiás,GO,3.542
Divinópolis de Goiás,GO,4.440
Goianápolis,GO,14.555
Goiandira,GO,4.986
Goianésia,GO,77.014
Goiânia,GO,1.494.599
Goianira,GO,78.754
Goiás,GO,24.233
Goiatuba,GO,36.777
Gouvelândia,GO,4.356
Guapó,GO,20.588
Guaraíta,GO,2.185
Guarani de Goiás,GO,4.106
Guarinos,GO,2.165
Heitoraí,GO,3.360
Hidrolândia,GO,29.827
Hidrolina,GO,3.514
Iaciara,GO,10.430
Inaciolândia,GO,6.061
Indiara,GO,17.747
Inhumas,GO,53.629
Ipameri,GO,26.163
Ipiranga de Goiás,GO,2.964
Iporá,GO,36.983
Israelândia,GO,2.540
Itaberaí,GO,46.943
Itaguari,GO,5.088
Itaguaru,GO,4.880
Itajá,GO,4.328
Itapaci,GO,21.708
Itapirapuã,GO,8.125
Itapuranga,GO,26.574
Itarumã,GO,6.142
Itauçu,GO,7.701
Itumbiara,GO,112.289
Ivolândia,GO,2.729
Jandaia,GO,6.360
Jaraguá,GO,46.427
Jataí,GO,110.404
Jaupaci,GO,2.946
Jesúpolis,GO,2.124
Joviânia,GO,7.247
Jussara,GO,19.901
Lagoa Santa,GO,1.426
Leopoldo de Bulhões,GO,9.035
Luziânia,GO,218.872
Mairipotaba,GO,2.618
Mambaí,GO,8.405
Mara Rosa,GO,10.815
Marzagão,GO,2.893
Matrinchã,GO,4.033
Maurilândia,GO,10.239
Mimoso de Goiás,GO,2.633
Minaçu,GO,26.939
Mineiros,GO,73.781
Moiporá,GO,1.693
Monte Alegre de Goiás,GO,6.613
Montes Claros de Goiás,GO,8.972
Montividiu,GO,12.957
Montividiu do Norte,GO,3.770
Morrinhos,GO,53.640
Morro Agudo de Goiás,GO,2.499
Mossâmedes,GO,4.655
Mozarlândia,GO,15.109
Mundo Novo,GO,6.223
Mutunópolis,GO,3.562
Nazário,GO,8.330
Nerópolis,GO,33.706
Niquelândia,GO,34.466
Nova América,GO,2.375
Nova Aurora,GO,2.130
Nova Crixás,GO,13.095
Nova Glória,GO,8.375
Nova Iguaçu de Goiás,GO,3.072
Nova Roma,GO,3.053
Nova Veneza,GO,9.790
Novo Brasil,GO,3.568
Novo Gama,GO,107.092
Novo Planalto,GO,3.723
Orizona,GO,16.890
Ouro Verde de Goiás,GO,4.108
Ouvidor,GO,7.542
Padre Bernardo,GO,36.692
Palestina de Goiás,GO,3.132
Palmeiras de Goiás,GO,33.749
Palmelo,GO,2.273
Palminópolis,GO,3.939
Panamá,GO,2.449
Paranaiguara,GO,7.470
Paraúna,GO,10.749
Perolândia,GO,3.000
Petrolina de Goiás,GO,9.577
Pilar de Goiás,GO,2.288
Piracanjuba,GO,25.309
Piranhas,GO,11.913
Pirenópolis,GO,27.757
Pires do Rio,GO,33.494
Planaltina,GO,110.619
Pontalina,GO,18.685
Porangatu,GO,45.400
Porteirão,GO,4.225
Portelândia,GO,3.234
Posse,GO,36.060
Professor Jamil,GO,3.732
Quirinópolis,GO,49.986
Rialma,GO,12.551
Rianápolis,GO,3.938
Rio Quente,GO,3.994
Rio Verde,GO,238.025
Rubiataba,GO,20.132
Sanclerlândia,GO,8.063
Santa Bárbara de Goiás,GO,6.280
Santa Cruz de Goiás,GO,3.016
Santa Fé de Goiás,GO,5.036
Santa Helena de Goiás,GO,39.481
Santa Isabel,GO,3.556
Santa Rita do Araguaia,GO,5.842
Santa Rita do Novo Destino,GO,2.648
Santa Rosa de Goiás,GO,2.837
Santa Tereza de Goiás,GO,3.225
Santa Terezinha de Goiás,GO,10.818
Santo Antônio da Barra,GO,4.293
Santo Antônio de Goiás,GO,7.873
Santo Antônio do Descoberto,GO,74.614
São Domingos,GO,9.581
São Francisco de Goiás,GO,6.491
São João d'Aliança,GO,14.757
São João da Paraúna,GO,1.807
São Luís de Montes Belos,GO,35.031
São Luiz do Norte,GO,4.926
São Miguel do Araguaia,GO,22.079
São Miguel do Passa Quatro,GO,4.621
São Patrício,GO,2.190
São Simão,GO,17.194
Senador Canedo,GO,169.849
Serranópolis,GO,8.201
Silvânia,GO,22.939
Simolândia,GO,5.693
Sítio d'Abadia,GO,2.973
Taquaral de Goiás,GO,4.146
Teresina de Goiás,GO,2.685
Terezópolis de Goiás,GO,8.243
Três Ranchos,GO,2.970
Trindade,GO,150.858
Trombas,GO,3.106
Turvânia,GO,4.478
Turvelândia,GO,5.130
Uirapuru,GO,2.809
Uruaçu,GO,44.150
Uruana,GO,13.871
Urutaí,GO,3.667
Valparaíso de Goiás,GO,213.506
Varjão,GO,3.768
Vianópolis,GO,15.476
Vicentinópolis,GO,9.077
Vila Boa,GO,4.185
Vila Propício,GO,5.982
Brasília,DF,2.982.818
