municipio,uf,setor,risco,ano,valor,classe
Nova Palma,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0,Muito baixo
Nova Palmeira,PB,Saúde,Risco de leishmaniose,2020,0.81,Muito alto
Nova Palmeira,PB,Saúde,Risco de malária,2020,0.75,Alto
Nova Palmeira,PB,Impactos para Recursos Hídricos,Seca,2015,0.58,Médio
Nova Palmeira,PB,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.54,Médio
Nova Palmeira,PB,Desastres geo-hídricos,Deslizamento de terra,2015,0.49,Médio
Nova Palmeira,PB,Segurança Alimentar,Risco de impacto para seca,2015,0.4,Médio
Nova Palmeira,PB,Segurança Energetica,Acesso,2019,0.32,Baixo
Nova Palmeira,PB,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Palmeira,PB,Segurança Alimentar,Risco de impacto para chuva,2015,0.28,Baixo
Nova Petrópolis,RS,Saúde,Risco de leishmaniose,2020,0.51,Médio
Nova Petrópolis,RS,Segurança Energetica,Acesso,2019,0.46,Médio
Nova Petrópolis,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Petrópolis,RS,Saúde,Risco de malária,2020,0.29,Baixo
Nova Petrópolis,RS,Impactos para Recursos Hídricos,Seca,2015,0.23,Baixo
Nova Petrópolis,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.22,Baixo
Nova Petrópolis,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.16,Muito baixo
Nova Petrópolis,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.08,Muito baixo
Nova Petrópolis,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0,Muito baixo
Nova Ponte,MG,Saúde,Risco de malária,2020,0.66,Alto
Nova Ponte,MG,Saúde,Risco de leishmaniose,2020,0.49,Médio
Nova Ponte,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.42,Médio
Nova Ponte,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Ponte,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.33,Baixo
Nova Ponte,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.29,Baixo
Nova Ponte,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.27,Baixo
Nova Ponte,MG,Segurança Energetica,Acesso,2019,0.11,Muito baixo
Nova Ponte,MG,Impactos para Recursos Hídricos,Seca,2015,0.1,Muito baixo
Nova Porteirinha,MG,Saúde,Risco de leishmaniose,2020,0.83,Muito alto
Nova Porteirinha,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.79,Alto
Nova Porteirinha,MG,Impactos para Recursos Hídricos,Seca,2015,0.75,Alto
Nova Porteirinha,MG,Saúde,Risco de malária,2020,0.64,Alto
Nova Porteirinha,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.51,Médio
Nova Porteirinha,MG,Segurança Energetica,Acesso,2019,0.4,Médio
Nova Porteirinha,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Porteirinha,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.28,Baixo
Nova Porteirinha,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.2,Baixo
Nova Prata do Iguaçu,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Prata do Iguaçu,PR,Segurança Energetica,Acesso,2019,0.36,Baixo
Nova Prata do Iguaçu,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.35,Baixo
Nova Prata do Iguaçu,PR,Saúde,Risco de malária,2020,0.32,Baixo
Nova Prata do Iguaçu,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.24,Baixo
Nova Prata do Iguaçu,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.19,Muito baixo
Nova Prata do Iguaçu,PR,Impactos para Recursos Hídricos,Seca,2015,0.17,Muito baixo
Nova Prata do Iguaçu,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.1,Muito baixo
Nova Prata do Iguaçu,PR,Saúde,Risco de leishmaniose,2020,0.06,Muito baixo
Nova Prata,RS,Saúde,Risco de leishmaniose,2020,0.75,Alto
Nova Prata,RS,Segurança Energetica,Acesso,2019,0.5,Médio
Nova Prata,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Prata,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.38,Baixo
Nova Prata,RS,Saúde,Risco de malária,2020,0.31,Baixo
Nova Prata,RS,Impactos para Recursos Hídricos,Seca,2015,0.27,Baixo
Nova Prata,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.22,Baixo
Nova Prata,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.16,Muito baixo
Nova Prata,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.07,Muito baixo
Nova Ramada,RS,Saúde,Risco de leishmaniose,2020,0.63,Alto
Nova Ramada,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Ramada,RS,Segurança Energetica,Acesso,2019,0.31,Baixo
Nova Ramada,RS,Impactos para Recursos Hídricos,Seca,2015,0.29,Baixo
Nova Ramada,RS,Saúde,Risco de malária,2020,0.28,Baixo
Nova Ramada,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.22,Baixo
Nova Ramada,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.18,Muito baixo
Nova Ramada,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.16,Muito baixo
Nova Ramada,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.01,Muito baixo
Nova Redenção,BA,Saúde,Risco de leishmaniose,2020,0.87,Muito alto
Nova Redenção,BA,Saúde,Risco de malária,2020,0.74,Alto
Nova Redenção,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.56,Médio
Nova Redenção,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.54,Médio
Nova Redenção,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.51,Médio
Nova Redenção,BA,Impactos para Recursos Hídricos,Seca,2015,0.37,Baixo
Nova Redenção,BA,Segurança Energetica,Acesso,2019,0.34,Baixo
Nova Redenção,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Redenção,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.23,Baixo
Nova Resende,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.74,Alto
Nova Resende,MG,Saúde,Risco de leishmaniose,2020,0.67,Alto
Nova Resende,MG,Impactos para Recursos Hídricos,Seca,2015,0.56,Médio
Nova Resende,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.47,Médio
Nova Resende,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.36,Baixo
Nova Resende,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Resende,MG,Segurança Energetica,Acesso,2019,0.33,Baixo
Nova Resende,MG,Saúde,Risco de malária,2020,0.32,Baixo
Nova Resende,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.32,Baixo
Nova Roma do Sul,RS,Saúde,Risco de leishmaniose,2020,0.54,Médio
Nova Roma do Sul,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Roma do Sul,RS,Segurança Energetica,Acesso,2019,0.34,Baixo
Nova Roma do Sul,RS,Saúde,Risco de malária,2020,0.28,Baixo
Nova Roma do Sul,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.26,Baixo
Nova Roma do Sul,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.15,Muito baixo
Nova Roma do Sul,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.14,Muito baixo
Nova Roma do Sul,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.12,Muito baixo
Nova Roma do Sul,RS,Impactos para Recursos Hídricos,Seca,2015,0.07,Muito baixo
Nova Roma,GO,Saúde,Risco de leishmaniose,2020,0.56,Médio
Nova Roma,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.55,Médio
Nova Roma,GO,Impactos para Recursos Hídricos,Seca,2015,0.41,Médio
Nova Roma,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Roma,GO,Segurança Energetica,Acesso,2019,0.35,Baixo
Nova Roma,GO,Saúde,Risco de malária,2020,0.31,Baixo
Nova Roma,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.27,Baixo
Nova Roma,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.22,Baixo
Nova Roma,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.13,Muito baixo
Nova Rosalândia,TO,Saúde,Risco de malária,2020,0.66,Alto
Nova Rosalândia,TO,Impactos para Recursos Hídricos,Seca,2015,0.52,Médio
Nova Rosalândia,TO,Saúde,Risco de leishmaniose,2020,0.45,Médio
Nova Rosalândia,TO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.42,Médio
Nova Rosalândia,TO,Segurança Energetica,Acesso,2019,0.37,Baixo
Nova Rosalândia,TO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Rosalândia,TO,Desastres geo-hídricos,Deslizamento de terra,2015,0.34,Baixo
Nova Rosalândia,TO,Segurança Alimentar,Risco de impacto para seca,2015,0.28,Baixo
Nova Rosalândia,TO,Segurança Alimentar,Risco de impacto para chuva,2015,0.2,Baixo
Nova Russas,CE,Saúde,Risco de leishmaniose,2020,0.8,Muito alto
Nova Russas,CE,Saúde,Risco de malária,2020,0.74,Alto
Nova Russas,CE,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.72,Alto
Nova Russas,CE,Impactos para Recursos Hídricos,Seca,2015,0.65,Alto
Nova Russas,CE,Segurança Alimentar,Risco de impacto para seca,2015,0.6,Alto
Nova Russas,CE,Desastres geo-hídricos,Deslizamento de terra,2015,0.55,Médio
Nova Russas,CE,Segurança Energetica,Acesso,2019,0.34,Baixo
Nova Russas,CE,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Russas,CE,Segurança Alimentar,Risco de impacto para chuva,2015,0.25,Baixo
Nova Santa Bárbara,PR,Impactos para Recursos Hídricos,Seca,2015,0.54,Médio
Nova Santa Bárbara,PR,Segurança Energetica,Acesso,2019,0.46,Médio
Nova Santa Bárbara,PR,Saúde,Risco de leishmaniose,2020,0.45,Médio
Nova Santa Bárbara,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.44,Médio
Nova Santa Bárbara,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Santa Bárbara,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.36,Baixo
Nova Santa Bárbara,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.34,Baixo
Nova Santa Bárbara,PR,Saúde,Risco de malária,2020,0.33,Baixo
Nova Santa Bárbara,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.31,Baixo
Nova Santa Helena,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.58,Médio
Nova Santa Helena,MT,Saúde,Risco de leishmaniose,2020,0.51,Médio
Nova Santa Helena,MT,Saúde,Risco de malária,2020,0.46,Médio
Nova Santa Helena,MT,Impactos para Recursos Hídricos,Seca,2015,0.39,Baixo
Nova Santa Helena,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Santa Helena,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.33,Baixo
Nova Santa Helena,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.27,Baixo
Nova Santa Helena,MT,Segurança Energetica,Acesso,2019,0.26,Baixo
Nova Santa Helena,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0.23,Baixo
Nova Santa Rita,PI,Saúde,Risco de leishmaniose,2020,0.79,Alto
Nova Santa Rita,PI,Saúde,Risco de malária,2020,0.66,Alto
Nova Santa Rita,PI,Segurança Alimentar,Risco de impacto para seca,2015,0.59,Médio
Nova Santa Rita,PI,Impactos para Recursos Hídricos,Seca,2015,0.46,Médio
Nova Santa Rita,PI,Segurança Energetica,Acesso,2019,0.38,Baixo
Nova Santa Rita,PI,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Santa Rita,PI,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.31,Baixo
Nova Santa Rita,PI,Desastres geo-hídricos,Deslizamento de terra,2015,0.25,Baixo
Nova Santa Rita,PI,Segurança Alimentar,Risco de impacto para chuva,2015,0.24,Baixo
Nova Santa Rita,RS,Saúde,Risco de leishmaniose,2020,0.77,Alto
Nova Santa Rita,RS,Segurança Energetica,Acesso,2019,0.52,Médio
Nova Santa Rita,RS,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.49,Médio
Nova Santa Rita,RS,Segurança Alimentar,Risco de impacto para seca,2015,0.41,Médio
Nova Santa Rita,RS,Desastres geo-hídricos,Deslizamento de terra,2015,0.4,Médio
Nova Santa Rita,RS,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Santa Rita,RS,Impactos para Recursos Hídricos,Seca,2015,0.36,Baixo
Nova Santa Rita,RS,Saúde,Risco de malária,2020,0.35,Baixo
Nova Santa Rita,RS,Segurança Alimentar,Risco de impacto para chuva,2015,0.12,Muito baixo
Nova Santa Rosa,PR,Saúde,Risco de leishmaniose,2020,0.56,Médio
Nova Santa Rosa,PR,Saúde,Risco de malária,2020,0.53,Médio
Nova Santa Rosa,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Santa Rosa,PR,Impactos para Recursos Hídricos,Seca,2015,0.37,Baixo
Nova Santa Rosa,PR,Segurança Energetica,Acesso,2019,0.35,Baixo
Nova Santa Rosa,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.3,Baixo
Nova Santa Rosa,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.22,Baixo
Nova Santa Rosa,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.06,Muito baixo
Nova Santa Rosa,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.01,Muito baixo
Nova Serrana,MG,Impactos para Recursos Hídricos,Seca,2015,0.74,Alto
Nova Serrana,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.71,Alto
Nova Serrana,MG,Saúde,Risco de malária,2020,0.68,Alto
Nova Serrana,MG,Saúde,Risco de leishmaniose,2020,0.61,Alto
Nova Serrana,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.53,Médio
Nova Serrana,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.52,Médio
Nova Serrana,MG,Segurança Energetica,Acesso,2019,0.41,Médio
Nova Serrana,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.38,Baixo
Nova Serrana,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Soure,BA,Saúde,Risco de leishmaniose,2020,0.91,Muito alto
Nova Soure,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.77,Alto
Nova Soure,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.71,Alto
Nova Soure,BA,Saúde,Risco de malária,2020,0.7,Alto
Nova Soure,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.5,Médio
Nova Soure,BA,Segurança Energetica,Acesso,2019,0.37,Baixo
Nova Soure,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.36,Baixo
Nova Soure,BA,Impactos para Recursos Hídricos,Seca,2015,0.31,Baixo
Nova Soure,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Tebas,PR,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Tebas,PR,Segurança Energetica,Acesso,2019,0.36,Baixo
Nova Tebas,PR,Segurança Alimentar,Risco de impacto para chuva,2015,0.32,Baixo
Nova Tebas,PR,Impactos para Recursos Hídricos,Seca,2015,0.31,Baixo
Nova Tebas,PR,Saúde,Risco de malária,2020,0.31,Baixo
Nova Tebas,PR,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.31,Baixo
Nova Tebas,PR,Desastres geo-hídricos,Deslizamento de terra,2015,0.25,Baixo
Nova Tebas,PR,Segurança Alimentar,Risco de impacto para seca,2015,0.09,Muito baixo
Nova Tebas,PR,Saúde,Risco de leishmaniose,2020,0.09,Muito baixo
Nova Timboteua,PA,Saúde,Risco de leishmaniose,2020,0.8,Muito alto
Nova Timboteua,PA,Segurança Energetica,Acesso,2019,0.57,Médio
Nova Timboteua,PA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.51,Médio
Nova Timboteua,PA,Saúde,Risco de malária,2020,0.5,Médio
Nova Timboteua,PA,Desastres geo-hídricos,Deslizamento de terra,2015,0.49,Médio
Nova Timboteua,PA,Segurança Alimentar,Risco de impacto para chuva,2015,0.45,Médio
Nova Timboteua,PA,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Timboteua,PA,Segurança Alimentar,Risco de impacto para seca,2015,0.01,Muito baixo
Nova Timboteua,PA,Impactos para Recursos Hídricos,Seca,2015,0,Muito baixo
Nova Trento,SC,Saúde,Risco de leishmaniose,2020,0.55,Médio
Nova Trento,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.46,Médio
Nova Trento,SC,Segurança Energetica,Acesso,2019,0.45,Médio
Nova Trento,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Trento,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.38,Baixo
Nova Trento,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.36,Baixo
Nova Trento,SC,Saúde,Risco de malária,2020,0.34,Baixo
Nova Trento,SC,Impactos para Recursos Hídricos,Seca,2015,0.24,Baixo
Nova Trento,SC,Segurança Alimentar,Risco de impacto para seca,2015,0.16,Muito baixo
Nova Ubiratã,MT,Saúde,Risco de malária,2020,0.65,Alto
Nova Ubiratã,MT,Saúde,Risco de leishmaniose,2020,0.57,Médio
Nova Ubiratã,MT,Segurança Alimentar,Risco de impacto para seca,2015,0.38,Baixo
Nova Ubiratã,MT,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Ubiratã,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.29,Baixo
Nova Ubiratã,MT,Desastres geo-hídricos,Deslizamento de terra,2015,0.23,Baixo
Nova Ubiratã,MT,Segurança Energetica,Acesso,2019,0.22,Baixo
Nova Ubiratã,MT,Impactos para Recursos Hídricos,Seca,2015,0.16,Muito baixo
Nova Ubiratã,MT,Segurança Alimentar,Risco de impacto para chuva,2015,0,Muito baixo
Nova União,MG,Saúde,Risco de malária,2020,0.81,Muito alto
Nova União,MG,Saúde,Risco de leishmaniose,2020,0.77,Alto
Nova União,MG,Impactos para Recursos Hídricos,Seca,2015,0.46,Médio
Nova União,MG,Segurança Alimentar,Risco de impacto para seca,2015,0.46,Médio
Nova União,MG,Segurança Alimentar,Risco de impacto para chuva,2015,0.37,Baixo
Nova União,MG,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova União,MG,Segurança Energetica,Acesso,2019,0.33,Baixo
Nova União,MG,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.24,Baixo
Nova União,MG,Desastres geo-hídricos,Deslizamento de terra,2015,0.18,Muito baixo
Nova União,RO,Segurança Alimentar,Risco de impacto para seca,2015,0.54,Médio
Nova União,RO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.46,Médio
Nova União,RO,Segurança Energetica,Acesso,2019,0.42,Médio
Nova União,RO,Desastres geo-hídricos,Deslizamento de terra,2015,0.36,Baixo
Nova União,RO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova União,RO,Saúde,Risco de malária,2020,0.31,Baixo
Nova União,RO,Segurança Alimentar,Risco de impacto para chuva,2015,0.28,Baixo
Nova União,RO,Impactos para Recursos Hídricos,Seca,2015,0.25,Baixo
Nova União,RO,Saúde,Risco de leishmaniose,2020,0.12,Muito baixo
Nova Venécia,ES,Saúde,Risco de leishmaniose,2020,0.66,Alto
Nova Venécia,ES,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.52,Médio
Nova Venécia,ES,Desastres geo-hídricos,Deslizamento de terra,2015,0.49,Médio
Nova Venécia,ES,Impactos para Recursos Hídricos,Seca,2015,0.48,Médio
Nova Venécia,ES,Segurança Alimentar,Risco de impacto para seca,2015,0.45,Médio
Nova Venécia,ES,Segurança Alimentar,Risco de impacto para chuva,2015,0.45,Médio
Nova Venécia,ES,Saúde,Risco de malária,2020,0.39,Baixo
Nova Venécia,ES,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Venécia,ES,Segurança Energetica,Acesso,2019,0.33,Baixo
Nova Veneza,GO,Segurança Alimentar,Risco de impacto para seca,2015,0.72,Alto
Nova Veneza,GO,Saúde,Risco de malária,2020,0.71,Alto
Nova Veneza,GO,Impactos para Recursos Hídricos,Seca,2015,0.69,Alto
Nova Veneza,GO,Saúde,Risco de leishmaniose,2020,0.58,Médio
Nova Veneza,GO,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.51,Médio
Nova Veneza,GO,Segurança Energetica,Acesso,2019,0.5,Médio
Nova Veneza,GO,Desastres geo-hídricos,Deslizamento de terra,2015,0.39,Baixo
Nova Veneza,GO,Segurança Energetica,DIsponibilidade,2019,0.35,Baixo
Nova Veneza,GO,Segurança Alimentar,Risco de impacto para chuva,2015,0.34,Baixo
Nova Veneza,SC,Saúde,Risco de leishmaniose,2020,0.62,Alto
Nova Veneza,SC,Saúde,Risco de malária,2020,0.5,Médio
Nova Veneza,SC,Segurança Energetica,Acesso,2019,0.47,Médio
Nova Veneza,SC,Segurança Alimentar,Risco de impacto para chuva,2015,0.44,Médio
Nova Veneza,SC,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.39,Baixo
Nova Veneza,SC,Segurança Energetica,DIsponibilidade,2019,0.38,Baixo
Nova Veneza,SC,Segurança Alimentar,Risco de impacto para seca,2015,0.3,Baixo
Nova Veneza,SC,Desastres geo-hídricos,Deslizamento de terra,2015,0.3,Baixo
Nova Veneza,SC,Impactos para Recursos Hídricos,Seca,2015,0.23,Baixo
Nova Viçosa,BA,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.76,Alto
Nova Viçosa,BA,Desastres geo-hídricos,Deslizamento de terra,2015,0.62,Alto
Nova Viçosa,BA,Impactos para Recursos Hídricos,Seca,2015,0.43,Médio
Nova Viçosa,BA,Saúde,Risco de malária,2020,0.42,Médio
Nova Viçosa,BA,Segurança Alimentar,Risco de impacto para chuva,2015,0.41,Médio
Nova Viçosa,BA,Segurança Alimentar,Risco de impacto para seca,2015,0.4,Médio
Nova Viçosa,BA,Segurança Energetica,Acesso,2019,0.35,Baixo
Nova Viçosa,BA,Segurança Energetica,DIsponibilidade,2019,0.31,Baixo
Nova Viçosa,BA,Saúde,Risco de leishmaniose,2020,0.13,Muito baixo
Nova Xavantina,MT,Saúde,Risco de malária,2020,0.8,Muito alto
Nova Xavantina,MT,Desastres geo-hídricos,"RIsco de inundações, enxurradas e alagamentos",2015,0.57,Médio
